id,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
222,Alabama,116.7,124.7,120.6,3649,Incidence,2490401,All Races,Female,Female Breast,2013,141.8,151.4,146.5
223,Alabama,19.7,23.1,21.4,661,Mortality,2490401,All Races,Female,Female Breast,2013,24.6,28.6,26.5
224,Alabama,22.5,26.5,24.4,595,Incidence,2293259,All Races,Female,"Female Breast, <i>in situ</i>",1999,23.9,28.1,25.9
225,Alabama,22.5,26.4,24.4,604,Incidence,2302835,All Races,Female,"Female Breast, <i>in situ</i>",2000,24.2,28.4,26.2
226,Alabama,23.7,27.8,25.7,646,Incidence,2309496,All Races,Female,"Female Breast, <i>in situ</i>",2001,25.9,30.2,28.0
227,Alabama,25.6,29.7,27.6,706,Incidence,2314370,All Races,Female,"Female Breast, <i>in situ</i>",2002,28.3,32.8,30.5
228,Alabama,23.2,27.1,25.1,649,Incidence,2324069,All Races,Female,"Female Breast, <i>in situ</i>",2003,25.8,30.2,27.9
229,Alabama,23.7,27.7,25.6,672,Incidence,2337857,All Races,Female,"Female Breast, <i>in situ</i>",2004,26.6,31.0,28.7
230,Alabama,22.2,26.0,24.1,645,Incidence,2354514,All Races,Female,"Female Breast, <i>in situ</i>",2005,25.3,29.6,27.4
231,Alabama,24.4,28.4,26.4,718,Incidence,2385480,All Races,Female,"Female Breast, <i>in situ</i>",2006,27.9,32.4,30.1
232,Alabama,28.1,32.3,30.1,838,Incidence,2407275,All Races,Female,"Female Breast, <i>in situ</i>",2007,32.5,37.3,34.8
233,Alabama,23.5,27.3,25.3,714,Incidence,2430257,All Races,Female,"Female Breast, <i>in situ</i>",2008,27.3,31.6,29.4
234,Alabama,25.3,29.3,27.2,772,Incidence,2448159,All Races,Female,"Female Breast, <i>in situ</i>",2009,29.3,33.8,31.5
235,Alabama,25.6,27.3,26.5,3898,Incidence,12356437,All Races,Female,"Female Breast, <i>in situ</i>",2009-2013,30.6,32.6,31.5
236,Alabama,24.5,28.3,26.4,771,Incidence,2463573,All Races,Female,"Female Breast, <i>in situ</i>",2010,29.1,33.6,31.3
237,Alabama,24.1,27.9,25.9,763,Incidence,2472801,All Races,Female,"Female Breast, <i>in situ</i>",2011,28.7,33.1,30.9
238,Alabama,24.6,28.4,26.5,801,Incidence,2481503,All Races,Female,"Female Breast, <i>in situ</i>",2012,30.1,34.6,32.3
239,Alabama,24.5,28.3,26.3,791,Incidence,2490401,All Races,Female,"Female Breast, <i>in situ</i>",2013,29.6,34.1,31.8
240,Alabama,0.9,1.8,1.3,30,Incidence,2293259,All Races,Female,Hodgkin Lymphoma,1999,0.9,1.9,1.3
241,Alabama,~,~,~,~,Mortality,2293259,All Races,Female,Hodgkin Lymphoma,1999,~,~,~
242,Alabama,1.7,2.9,2.2,52,Incidence,2302835,All Races,Female,Hodgkin Lymphoma,2000,1.7,3.0,2.3
243,Alabama,~,~,~,~,Mortality,2302835,All Races,Female,Hodgkin Lymphoma,2000,~,~,~
244,Alabama,1.6,2.8,2.1,49,Incidence,2309496,All Races,Female,Hodgkin Lymphoma,2001,1.6,2.8,2.1
245,Alabama,~,~,~,~,Mortality,2309496,All Races,Female,Hodgkin Lymphoma,2001,~,~,~
246,Alabama,1.5,2.7,2.0,48,Incidence,2314370,All Races,Female,Hodgkin Lymphoma,2002,1.5,2.7,2.1
247,Alabama,~,~,~,~,Mortality,2314370,All Races,Female,Hodgkin Lymphoma,2002,~,~,~
248,Alabama,1.5,2.8,2.1,48,Incidence,2324069,All Races,Female,Hodgkin Lymphoma,2003,1.5,2.7,2.1
249,Alabama,~,~,~,~,Mortality,2324069,All Races,Female,Hodgkin Lymphoma,2003,~,~,~
250,Alabama,1.4,2.6,1.9,45,Incidence,2337857,All Races,Female,Hodgkin Lymphoma,2004,1.4,2.6,1.9
251,Alabama,~,~,~,~,Mortality,2337857,All Races,Female,Hodgkin Lymphoma,2004,~,~,~
252,Alabama,2.1,3.4,2.7,66,Incidence,2354514,All Races,Female,Hodgkin Lymphoma,2005,2.2,3.6,2.8
253,Alabama,~,~,~,~,Mortality,2354514,All Races,Female,Hodgkin Lymphoma,2005,~,~,~
254,Alabama,1.9,3.2,2.5,58,Incidence,2385480,All Races,Female,Hodgkin Lymphoma,2006,1.8,3.1,2.4
255,Alabama,~,~,~,~,Mortality,2385480,All Races,Female,Hodgkin Lymphoma,2006,~,~,~
256,Alabama,1.4,2.5,1.9,47,Incidence,2407275,All Races,Female,Hodgkin Lymphoma,2007,1.4,2.6,2.0
257,Alabama,~,~,~,~,Mortality,2407275,All Races,Female,Hodgkin Lymphoma,2007,~,~,~
258,Alabama,1.8,3.0,2.3,57,Incidence,2430257,All Races,Female,Hodgkin Lymphoma,2008,1.8,3.0,2.3
259,Alabama,~,~,~,~,Mortality,2430257,All Races,Female,Hodgkin Lymphoma,2008,~,~,~
260,Alabama,1.7,3.0,2.3,54,Incidence,2448159,All Races,Female,Hodgkin Lymphoma,2009,1.7,2.9,2.2
261,Alabama,~,~,~,~,Mortality,2448159,All Races,Female,Hodgkin Lymphoma,2009,~,~,~
262,Alabama,1.6,2.1,1.9,236,Incidence,12356437,All Races,Female,Hodgkin Lymphoma,2009-2013,1.7,2.2,1.9
263,Alabama,0.2,0.4,0.3,46,Mortality,12356437,All Races,Female,Hodgkin Lymphoma,2009-2013,0.3,0.5,0.4
264,Alabama,1.5,2.7,2.1,52,Incidence,2463573,All Races,Female,Hodgkin Lymphoma,2010,1.6,2.8,2.1
265,Alabama,~,~,~,~,Mortality,2463573,All Races,Female,Hodgkin Lymphoma,2010,~,~,~
266,Alabama,1.3,2.4,1.8,47,Incidence,2472801,All Races,Female,Hodgkin Lymphoma,2011,1.4,2.5,1.9
267,Alabama,~,~,~,~,Mortality,2472801,All Races,Female,Hodgkin Lymphoma,2011,~,~,~
268,Alabama,1.1,2.1,1.5,38,Incidence,2481503,All Races,Female,Hodgkin Lymphoma,2012,1.1,2.1,1.5
269,Alabama,~,~,~,~,Mortality,2481503,All Races,Female,Hodgkin Lymphoma,2012,~,~,~
270,Alabama,1.3,2.4,1.8,45,Incidence,2490401,All Races,Female,Hodgkin Lymphoma,2013,1.3,2.4,1.8
271,Alabama,~,~,~,~,Mortality,2490401,All Races,Female,Hodgkin Lymphoma,2013,~,~,~
272,Alabama,~,~,~,~,Incidence,2293259,All Races,Female,Kaposi Sarcoma,1999,~,~,~
273,Alabama,~,~,~,~,Incidence,2302835,All Races,Female,Kaposi Sarcoma,2000,~,~,~
274,Alabama,~,~,~,~,Incidence,2309496,All Races,Female,Kaposi Sarcoma,2001,~,~,~
275,Alabama,~,~,~,~,Incidence,2314370,All Races,Female,Kaposi Sarcoma,2002,~,~,~
276,Alabama,~,~,~,~,Incidence,2324069,All Races,Female,Kaposi Sarcoma,2003,~,~,~
277,Alabama,~,~,~,~,Incidence,2337857,All Races,Female,Kaposi Sarcoma,2004,~,~,~
278,Alabama,~,~,~,~,Incidence,2354514,All Races,Female,Kaposi Sarcoma,2005,~,~,~
279,Alabama,~,~,~,~,Incidence,2385480,All Races,Female,Kaposi Sarcoma,2006,~,~,~
280,Alabama,~,~,~,~,Incidence,2407275,All Races,Female,Kaposi Sarcoma,2007,~,~,~
281,Alabama,~,~,~,~,Incidence,2430257,All Races,Female,Kaposi Sarcoma,2008,~,~,~
282,Alabama,~,~,~,~,Incidence,2448159,All Races,Female,Kaposi Sarcoma,2009,~,~,~
283,Alabama,~,~,~,~,Incidence,12356437,All Races,Female,Kaposi Sarcoma,2009-2013,~,~,~
284,Alabama,~,~,~,~,Incidence,2463573,All Races,Female,Kaposi Sarcoma,2010,~,~,~
285,Alabama,~,~,~,~,Incidence,2472801,All Races,Female,Kaposi Sarcoma,2011,~,~,~
286,Alabama,~,~,~,~,Incidence,2481503,All Races,Female,Kaposi Sarcoma,2012,~,~,~
287,Alabama,~,~,~,~,Incidence,2490401,All Races,Female,Kaposi Sarcoma,2013,~,~,~
288,Alabama,6.2,8.4,7.2,185,Incidence,2293259,All Races,Female,Kidney and Renal Pelvis,1999,6.9,9.3,8.1
289,Alabama,1.7,2.9,2.2,59,Mortality,2293259,All Races,Female,Kidney and Renal Pelvis,1999,2.0,3.3,2.6
290,Alabama,6.5,8.7,7.5,192,Incidence,2302835,All Races,Female,Kidney and Renal Pelvis,2000,7.2,9.6,8.3
291,Alabama,1.7,2.9,2.2,60,Mortality,2302835,All Races,Female,Kidney and Renal Pelvis,2000,2.0,3.4,2.6
292,Alabama,7.3,9.6,8.4,219,Incidence,2309496,All Races,Female,Kidney and Renal Pelvis,2001,8.3,10.8,9.5
293,Alabama,1.9,3.2,2.5,68,Mortality,2309496,All Races,Female,Kidney and Renal Pelvis,2001,2.3,3.7,2.9
294,Alabama,7.7,10.0,8.8,232,Incidence,2314370,All Races,Female,Kidney and Renal Pelvis,2002,8.8,11.4,10.0
295,Alabama,2.1,3.4,2.7,73,Mortality,2314370,All Races,Female,Kidney and Renal Pelvis,2002,2.5,4.0,3.2
296,Alabama,8.5,11.0,9.7,254,Incidence,2324069,All Races,Female,Kidney and Renal Pelvis,2003,9.6,12.4,10.9
297,Alabama,1.9,3.1,2.5,68,Mortality,2324069,All Races,Female,Kidney and Renal Pelvis,2003,2.3,3.7,2.9
298,Alabama,9.3,11.8,10.5,283,Incidence,2337857,All Races,Female,Kidney and Renal Pelvis,2004,10.7,13.6,12.1
299,Alabama,2.0,3.2,2.5,70,Mortality,2337857,All Races,Female,Kidney and Renal Pelvis,2004,2.3,3.8,3.0
300,Alabama,9.8,12.4,11.1,295,Incidence,2354514,All Races,Female,Kidney and Renal Pelvis,2005,11.1,14.0,12.5
301,Alabama,2.0,3.2,2.5,71,Mortality,2354514,All Races,Female,Kidney and Renal Pelvis,2005,2.4,3.8,3.0
302,Alabama,9.1,11.6,10.3,284,Incidence,2385480,All Races,Female,Kidney and Renal Pelvis,2006,10.6,13.4,11.9
303,Alabama,2.7,4.1,3.4,95,Mortality,2385480,All Races,Female,Kidney and Renal Pelvis,2006,3.2,4.9,4.0
304,Alabama,9.3,11.8,10.5,294,Incidence,2407275,All Races,Female,Kidney and Renal Pelvis,2007,10.9,13.7,12.2
305,Alabama,2.1,3.4,2.7,77,Mortality,2407275,All Races,Female,Kidney and Renal Pelvis,2007,2.5,4.0,3.2
306,Alabama,10.3,12.9,11.5,333,Incidence,2430257,All Races,Female,Kidney and Renal Pelvis,2008,12.3,15.3,13.7
307,Alabama,2.4,3.7,3.0,89,Mortality,2430257,All Races,Female,Kidney and Renal Pelvis,2008,2.9,4.5,3.7
308,Alabama,11.3,14.0,12.6,362,Incidence,2448159,All Races,Female,Kidney and Renal Pelvis,2009,13.3,16.4,14.8
309,Alabama,2.0,3.2,2.6,77,Mortality,2448159,All Races,Female,Kidney and Renal Pelvis,2009,2.5,3.9,3.1
310,Alabama,11.3,12.4,11.8,1774,Incidence,12356437,All Races,Female,Kidney and Renal Pelvis,2009-2013,13.7,15.0,14.4
311,Alabama,2.3,2.8,2.5,395,Mortality,12356437,All Races,Female,Kidney and Renal Pelvis,2009-2013,2.9,3.5,3.2
312,Alabama,10.5,13.0,11.7,343,Incidence,2463573,All Races,Female,Kidney and Renal Pelvis,2010,12.5,15.5,13.9
313,Alabama,1.8,2.9,2.3,69,Mortality,2463573,All Races,Female,Kidney and Renal Pelvis,2010,2.2,3.5,2.8
314,Alabama,9.6,12.0,10.7,321,Incidence,2472801,All Races,Female,Kidney and Renal Pelvis,2011,11.6,14.5,13.0
315,Alabama,2.2,3.4,2.7,85,Mortality,2472801,All Races,Female,Kidney and Renal Pelvis,2011,2.7,4.3,3.4
316,Alabama,10.9,13.5,12.1,371,Incidence,2481503,All Races,Female,Kidney and Renal Pelvis,2012,13.5,16.6,15.0
317,Alabama,1.7,2.8,2.2,72,Mortality,2481503,All Races,Female,Kidney and Renal Pelvis,2012,2.3,3.7,2.9
318,Alabama,10.9,13.4,12.1,377,Incidence,2490401,All Races,Female,Kidney and Renal Pelvis,2013,13.6,16.7,15.1
319,Alabama,2.3,3.6,2.9,92,Mortality,2490401,All Races,Female,Kidney and Renal Pelvis,2013,3.0,4.5,3.7
320,Alabama,1.3,2.3,1.7,44,Incidence,2293259,All Races,Female,Larynx,1999,1.4,2.6,1.9
321,Alabama,~,~,~,~,Mortality,2293259,All Races,Female,Larynx,1999,~,~,~
322,Alabama,1.2,2.2,1.6,41,Incidence,2302835,All Races,Female,Larynx,2000,1.3,2.4,1.8
323,Alabama,~,~,~,~,Mortality,2302835,All Races,Female,Larynx,2000,~,~,~
324,Alabama,1.3,2.3,1.7,45,Incidence,2309496,All Races,Female,Larynx,2001,1.4,2.6,1.9
325,Alabama,~,~,~,~,Mortality,2309496,All Races,Female,Larynx,2001,~,~,~
326,Alabama,1.3,2.3,1.7,46,Incidence,2314370,All Races,Female,Larynx,2002,1.5,2.7,2.0
327,Alabama,0.4,1.1,0.7,18,Mortality,2314370,All Races,Female,Larynx,2002,0.5,1.2,0.8
328,Alabama,1.2,2.3,1.7,45,Incidence,2324069,All Races,Female,Larynx,2003,1.4,2.6,1.9
329,Alabama,~,~,~,~,Mortality,2324069,All Races,Female,Larynx,2003,~,~,~
330,Alabama,1.9,3.2,2.5,65,Incidence,2337857,All Races,Female,Larynx,2004,2.1,3.5,2.8
331,Alabama,~,~,~,~,Mortality,2337857,All Races,Female,Larynx,2004,~,~,~
332,Alabama,1.8,3.0,2.3,63,Incidence,2354514,All Races,Female,Larynx,2005,2.1,3.4,2.7
333,Alabama,0.5,1.2,0.8,21,Mortality,2354514,All Races,Female,Larynx,2005,0.6,1.4,0.9
334,Alabama,1.6,2.7,2.1,57,Incidence,2385480,All Races,Female,Larynx,2006,1.8,3.1,2.4
335,Alabama,~,~,~,~,Mortality,2385480,All Races,Female,Larynx,2006,~,~,~
336,Alabama,1.4,2.5,1.9,54,Incidence,2407275,All Races,Female,Larynx,2007,1.7,2.9,2.2
337,Alabama,0.3,0.9,0.6,16,Mortality,2407275,All Races,Female,Larynx,2007,0.4,1.1,0.7
338,Alabama,1.5,2.6,2.0,58,Incidence,2430257,All Races,Female,Larynx,2008,1.8,3.1,2.4
339,Alabama,~,~,~,~,Mortality,2430257,All Races,Female,Larynx,2008,~,~,~
340,Alabama,1.4,2.4,1.8,54,Incidence,2448159,All Races,Female,Larynx,2009,1.7,2.9,2.2
341,Alabama,~,~,~,~,Mortality,2448159,All Races,Female,Larynx,2009,~,~,~
342,Alabama,1.5,1.9,1.7,260,Incidence,12356437,All Races,Female,Larynx,2009-2013,1.9,2.4,2.1
343,Alabama,0.4,0.6,0.5,72,Mortality,12356437,All Races,Female,Larynx,2009-2013,0.5,0.7,0.6
344,Alabama,1.1,2.0,1.5,44,Incidence,2463573,All Races,Female,Larynx,2010,1.3,2.4,1.8
345,Alabama,~,~,~,~,Mortality,2463573,All Races,Female,Larynx,2010,~,~,~
346,Alabama,1.4,2.5,1.9,58,Incidence,2472801,All Races,Female,Larynx,2011,1.8,3.0,2.3
347,Alabama,0.3,0.9,0.5,17,Mortality,2472801,All Races,Female,Larynx,2011,0.4,1.1,0.7
348,Alabama,1.1,2.1,1.6,47,Incidence,2481503,All Races,Female,Larynx,2012,1.4,2.5,1.9
349,Alabama,0.4,1.0,0.6,20,Mortality,2481503,All Races,Female,Larynx,2012,0.5,1.2,0.8
350,Alabama,1.4,2.4,1.8,57,Incidence,2490401,All Races,Female,Larynx,2013,1.7,3.0,2.3
351,Alabama,~,~,~,~,Mortality,2490401,All Races,Female,Larynx,2013,~,~,~
352,Alabama,6.7,8.9,7.8,201,Incidence,2293259,All Races,Female,Leukemias,1999,7.6,10.1,8.8
353,Alabama,5.4,7.3,6.3,167,Mortality,2293259,All Races,Female,Leukemias,1999,6.2,8.5,7.3
354,Alabama,6.6,8.8,7.6,196,Incidence,2302835,All Races,Female,Leukemias,2000,7.4,9.8,8.5
355,Alabama,5.0,6.9,5.9,159,Mortality,2302835,All Races,Female,Leukemias,2000,5.9,8.1,6.9
356,Alabama,8.4,10.8,9.5,247,Incidence,2309496,All Races,Female,Leukemias,2001,9.4,12.1,10.7
357,Alabama,4.8,6.6,5.6,152,Mortality,2309496,All Races,Female,Leukemias,2001,5.6,7.7,6.6
358,Alabama,7.8,10.2,9.0,233,Incidence,2314370,All Races,Female,Leukemias,2002,8.8,11.4,10.1
359,Alabama,4.8,6.6,5.7,157,Mortality,2314370,All Races,Female,Leukemias,2002,5.8,7.9,6.8
360,Alabama,7.4,9.7,8.5,222,Incidence,2324069,All Races,Female,Leukemias,2003,8.3,10.9,9.6
361,Alabama,5.2,7.1,6.0,165,Mortality,2324069,All Races,Female,Leukemias,2003,6.1,8.3,7.1
362,Alabama,7.9,10.3,9.0,235,Incidence,2337857,All Races,Female,Leukemias,2004,8.8,11.4,10.1
363,Alabama,4.9,6.7,5.7,156,Mortality,2337857,All Races,Female,Leukemias,2004,5.7,7.8,6.7
364,Alabama,8.0,10.4,9.1,244,Incidence,2354514,All Races,Female,Leukemias,2005,9.1,11.7,10.4
365,Alabama,5.5,7.5,6.4,180,Mortality,2354514,All Races,Female,Leukemias,2005,6.6,8.8,7.6
366,Alabama,6.8,9.0,7.9,211,Incidence,2385480,All Races,Female,Leukemias,2006,7.7,10.1,8.8
367,Alabama,4.4,6.1,5.2,147,Mortality,2385480,All Races,Female,Leukemias,2006,5.2,7.2,6.2
368,Alabama,8.6,11.0,9.7,263,Incidence,2407275,All Races,Female,Leukemias,2007,9.6,12.3,10.9
369,Alabama,4.7,6.5,5.5,156,Mortality,2407275,All Races,Female,Leukemias,2007,5.5,7.6,6.5
370,Alabama,8.6,11.0,9.7,271,Incidence,2430257,All Races,Female,Leukemias,2008,9.9,12.6,11.2
371,Alabama,4.7,6.4,5.5,159,Mortality,2430257,All Races,Female,Leukemias,2008,5.6,7.6,6.5
372,Alabama,9.6,12.2,10.8,305,Incidence,2448159,All Races,Female,Leukemias,2009,11.1,13.9,12.5
373,Alabama,5.2,7.1,6.1,180,Mortality,2448159,All Races,Female,Leukemias,2009,6.3,8.5,7.4
374,Alabama,9.0,10.0,9.5,1377,Incidence,12356437,All Races,Female,Leukemias,2009-2013,10.6,11.7,11.1
375,Alabama,5.1,5.9,5.5,831,Mortality,12356437,All Races,Female,Leukemias,2009-2013,6.3,7.2,6.7
376,Alabama,7.5,9.7,8.5,249,Incidence,2463573,All Races,Female,Leukemias,2010,8.9,11.4,10.1
377,Alabama,4.3,6.0,5.1,155,Mortality,2463573,All Races,Female,Leukemias,2010,5.3,7.4,6.3
378,Alabama,8.7,11.1,9.8,284,Incidence,2472801,All Races,Female,Leukemias,2011,10.2,12.9,11.5
379,Alabama,4.6,6.3,5.4,167,Mortality,2472801,All Races,Female,Leukemias,2011,5.8,7.9,6.8
380,Alabama,8.2,10.5,9.3,270,Incidence,2481503,All Races,Female,Leukemias,2012,9.6,12.3,10.9
381,Alabama,4.5,6.2,5.3,162,Mortality,2481503,All Races,Female,Leukemias,2012,5.6,7.6,6.5
382,Alabama,8.0,10.2,9.0,269,Incidence,2490401,All Races,Female,Leukemias,2013,9.5,12.2,10.8
383,Alabama,4.7,6.5,5.5,167,Mortality,2490401,All Races,Female,Leukemias,2013,5.7,7.8,6.7
384,Alabama,2.3,3.7,3.0,78,Incidence,2293259,All Races,Female,Liver and Intrahepatic Bile Duct,1999,2.7,4.2,3.4
385,Alabama,2.6,4.0,3.3,87,Mortality,2293259,All Races,Female,Liver and Intrahepatic Bile Duct,1999,3.0,4.7,3.8
386,Alabama,1.9,3.2,2.5,65,Incidence,2302835,All Races,Female,Liver and Intrahepatic Bile Duct,2000,2.2,3.6,2.8
387,Alabama,2.4,3.7,3.0,81,Mortality,2302835,All Races,Female,Liver and Intrahepatic Bile Duct,2000,2.8,4.4,3.5
388,Alabama,1.9,3.2,2.5,65,Incidence,2309496,All Races,Female,Liver and Intrahepatic Bile Duct,2001,2.2,3.6,2.8
389,Alabama,2.4,3.7,3.0,81,Mortality,2309496,All Races,Female,Liver and Intrahepatic Bile Duct,2001,2.8,4.4,3.5
390,Alabama,2.6,4.0,3.3,87,Incidence,2314370,All Races,Female,Liver and Intrahepatic Bile Duct,2002,3.0,4.6,3.8
391,Alabama,3.5,5.1,4.2,115,Mortality,2314370,All Races,Female,Liver and Intrahepatic Bile Duct,2002,4.1,6.0,5.0
392,Alabama,1.8,3.0,2.4,64,Incidence,2324069,All Races,Female,Liver and Intrahepatic Bile Duct,2003,2.1,3.5,2.8
393,Alabama,2.6,4.0,3.3,89,Mortality,2324069,All Races,Female,Liver and Intrahepatic Bile Duct,2003,3.1,4.7,3.8
394,Alabama,2.6,4.0,3.3,89,Incidence,2337857,All Races,Female,Liver and Intrahepatic Bile Duct,2004,3.1,4.7,3.8
395,Alabama,3.2,4.7,3.9,108,Mortality,2337857,All Races,Female,Liver and Intrahepatic Bile Duct,2004,3.8,5.6,4.6
396,Alabama,1.6,2.7,2.1,57,Incidence,2354514,All Races,Female,Liver and Intrahepatic Bile Duct,2005,1.8,3.1,2.4
397,Alabama,2.2,3.5,2.8,80,Mortality,2354514,All Races,Female,Liver and Intrahepatic Bile Duct,2005,2.7,4.2,3.4
398,Alabama,2.0,3.3,2.6,74,Incidence,2385480,All Races,Female,Liver and Intrahepatic Bile Duct,2006,2.4,3.9,3.1
399,Alabama,2.5,3.9,3.2,91,Mortality,2385480,All Races,Female,Liver and Intrahepatic Bile Duct,2006,3.1,4.7,3.8
400,Alabama,2.2,3.5,2.8,81,Incidence,2407275,All Races,Female,Liver and Intrahepatic Bile Duct,2007,2.7,4.2,3.4
401,Alabama,3.2,4.7,3.9,111,Mortality,2407275,All Races,Female,Liver and Intrahepatic Bile Duct,2007,3.8,5.6,4.6
402,Alabama,2.8,4.1,3.4,100,Incidence,2430257,All Races,Female,Liver and Intrahepatic Bile Duct,2008,3.3,5.0,4.1
403,Alabama,2.5,3.8,3.1,92,Mortality,2430257,All Races,Female,Liver and Intrahepatic Bile Duct,2008,3.1,4.6,3.8
404,Alabama,2.7,4.1,3.4,101,Incidence,2448159,All Races,Female,Liver and Intrahepatic Bile Duct,2009,3.4,5.0,4.1
405,Alabama,2.9,4.3,3.5,103,Mortality,2448159,All Races,Female,Liver and Intrahepatic Bile Duct,2009,3.4,5.1,4.2
406,Alabama,3.3,3.9,3.6,543,Incidence,12356437,All Races,Female,Liver and Intrahepatic Bile Duct,2009-2013,4.0,4.8,4.4
407,Alabama,3.5,4.2,3.8,589,Mortality,12356437,All Races,Female,Liver and Intrahepatic Bile Duct,2009-2013,4.4,5.2,4.8
408,Alabama,3.1,4.5,3.7,111,Incidence,2463573,All Races,Female,Liver and Intrahepatic Bile Duct,2010,3.7,5.4,4.5
409,Alabama,3.0,4.4,3.6,110,Mortality,2463573,All Races,Female,Liver and Intrahepatic Bile Duct,2010,3.7,5.4,4.5
410,Alabama,2.8,4.2,3.5,105,Incidence,2472801,All Races,Female,Liver and Intrahepatic Bile Duct,2011,3.5,5.1,4.2
411,Alabama,3.3,4.7,3.9,120,Mortality,2472801,All Races,Female,Liver and Intrahepatic Bile Duct,2011,4.0,5.8,4.9
412,Alabama,2.7,4.0,3.3,103,Incidence,2481503,All Races,Female,Liver and Intrahepatic Bile Duct,2012,3.4,5.0,4.2
413,Alabama,3.9,5.5,4.7,146,Mortality,2481503,All Races,Female,Liver and Intrahepatic Bile Duct,2012,5.0,6.9,5.9
414,Alabama,3.2,4.6,3.8,123,Incidence,2490401,All Races,Female,Liver and Intrahepatic Bile Duct,2013,4.1,5.9,4.9
415,Alabama,2.8,4.2,3.4,110,Mortality,2490401,All Races,Female,Liver and Intrahepatic Bile Duct,2013,3.6,5.3,4.4
416,Alabama,43.4,48.7,46.0,1194,Incidence,2293259,All Races,Female,Lung and Bronchus,1999,49.2,55.1,52.1
417,Alabama,35.5,40.3,37.8,994,Mortality,2293259,All Races,Female,Lung and Bronchus,1999,40.7,46.1,43.3
418,Alabama,46.9,52.3,49.6,1299,Incidence,2302835,All Races,Female,Lung and Bronchus,2000,53.4,59.6,56.4
419,Alabama,36.8,41.6,39.1,1041,Mortality,2302835,All Races,Female,Lung and Bronchus,2000,42.5,48.0,45.2
420,Alabama,48.5,54.0,51.1,1352,Incidence,2309496,All Races,Female,Lung and Bronchus,2001,55.5,61.7,58.5
421,Alabama,37.3,42.1,39.7,1060,Mortality,2309496,All Races,Female,Lung and Bronchus,2001,43.2,48.7,45.9
422,Alabama,51.2,56.8,53.9,1436,Incidence,2314370,All Races,Female,Lung and Bronchus,2002,58.9,65.3,62.0
423,Alabama,38.7,43.6,41.1,1102,Mortality,2314370,All Races,Female,Lung and Bronchus,2002,44.8,50.5,47.6
424,Alabama,48.5,53.9,51.1,1378,Incidence,2324069,All Races,Female,Lung and Bronchus,2003,56.2,62.5,59.3
425,Alabama,39.9,44.9,42.3,1157,Mortality,2324069,All Races,Female,Lung and Bronchus,2003,47.0,52.7,49.8
426,Alabama,50.5,56.1,53.2,1455,Incidence,2337857,All Races,Female,Lung and Bronchus,2004,59.1,65.5,62.2
427,Alabama,40.0,45.0,42.4,1167,Mortality,2337857,All Races,Female,Lung and Bronchus,2004,47.1,52.9,49.9
428,Alabama,52.8,58.4,55.6,1535,Incidence,2354514,All Races,Female,Lung and Bronchus,2005,62.0,68.5,65.2
429,Alabama,40.8,45.8,43.2,1205,Mortality,2354514,All Races,Female,Lung and Bronchus,2005,48.3,54.2,51.2
430,Alabama,49.8,55.2,52.4,1483,Incidence,2385480,All Races,Female,Lung and Bronchus,2006,59.0,65.4,62.2
431,Alabama,37.7,42.4,40.0,1135,Mortality,2385480,All Races,Female,Lung and Bronchus,2006,44.9,50.4,47.6
432,Alabama,52.9,58.4,55.6,1590,Incidence,2407275,All Races,Female,Lung and Bronchus,2007,62.8,69.4,66.0
433,Alabama,38.7,43.4,41.0,1182,Mortality,2407275,All Races,Female,Lung and Bronchus,2007,46.3,52.0,49.1
434,Alabama,53.2,58.6,55.8,1641,Incidence,2430257,All Races,Female,Lung and Bronchus,2008,64.3,70.9,67.5
435,Alabama,36.9,41.5,39.1,1153,Mortality,2430257,All Races,Female,Lung and Bronchus,2008,44.7,50.3,47.4
436,Alabama,52.6,58.0,55.2,1639,Incidence,2448159,All Races,Female,Lung and Bronchus,2009,63.7,70.3,66.9
437,Alabama,40.3,45.1,42.7,1281,Mortality,2448159,All Races,Female,Lung and Bronchus,2009,49.5,55.3,52.3
438,Alabama,52.2,54.5,53.4,8249,Incidence,12356437,All Races,Female,Lung and Bronchus,2009-2013,65.3,68.2,66.8
439,Alabama,39.3,41.3,40.3,6236,Mortality,12356437,All Races,Female,Lung and Bronchus,2009-2013,49.2,51.7,50.5
440,Alabama,50.1,55.3,52.6,1614,Incidence,2463573,All Races,Female,Lung and Bronchus,2010,62.4,68.8,65.5
441,Alabama,38.7,43.3,40.9,1242,Mortality,2463573,All Races,Female,Lung and Bronchus,2010,47.6,53.3,50.4
